fps,inference_time,batch_size
0.018442031579961982,54.2239609375,1
2.01747981750575,0.49566790771484376,1
14.661727222878344,0.06820478820800781,1
14.58617384913762,0.06855807495117187,1
14.660393973481053,0.06821099090576171,1
14.63154836078814,0.06834546661376953,1
14.579617434095452,0.06858890533447265,1
14.713185381286488,0.06796624755859375,1
14.618614129237642,0.06840593719482421,1
14.681973831155958,0.06811073303222656,1
14.555609809889335,0.06870203399658203,1
14.718925259724932,0.06793974304199218,1
14.467897035445421,0.06911854553222656,1
14.56809108791426,0.06864317321777344,1
14.673021184599731,0.06815229034423828,1
14.670577417818542,0.06816364288330078,1
14.550106407199834,0.06872801971435546,1
14.642215162320337,0.06829567718505859,1
14.50479662442999,0.06894271087646485,1
14.74456142995428,0.06782161712646484,1
3.757601666701833,0.266127197265625,2
7.640179444424562,0.13088697814941405,2
7.5856680691479195,0.13182754516601564,2
7.602042538541193,0.13154359436035157,2
7.6703599156279125,0.13037197875976564,2
7.606463915838637,0.13146713256835937,2
7.68362631144902,0.13014688110351563,2
7.6364937614986985,0.13095014953613282,2
7.680390019805694,0.13020172119140624,2
7.615861947627469,0.13130490112304688,2
7.658164658018824,0.13057958984375,2
7.6684508935858515,0.13040443420410155,2
7.601452645766229,0.13155380249023438,2
7.6467369927820625,0.1307747344970703,2
7.638325475230396,0.13091874694824218,2
7.628204195535587,0.13109245300292968,2
7.652100322659516,0.13068307495117187,2
7.607587946774279,0.13144770812988282,2
7.677543186180422,0.13025,2
7.60591570705851,0.13147660827636717,2
4.948630846833095,0.2020760955810547,3
4.994055385427594,0.20023806762695312,3
5.063567724484308,0.19748921203613282,3
5.007478438601351,0.19970130920410156,3
5.081528068588223,0.19679119873046874,3
5.008374675580192,0.19966557312011718,3
5.099745246185502,0.19608822631835937,3
5.013891177690632,0.19944589233398438,3
5.128797089069572,0.1949774932861328,3
4.9755357093915435,0.20098338317871095,3
5.119794008287948,0.19532035827636718,3
4.959413043295655,0.2016367645263672,3
5.111695890285734,0.19562979125976562,3
4.9981269226498375,0.200074951171875,3
5.093813817436333,0.19631655883789062,3
5.012585002690777,0.19949786376953124,3
5.06693494041929,0.19735797119140625,3
4.9614645405107405,0.2015533905029297,3
5.133932610710802,0.19478245544433595,3
4.967396156968385,0.20131271362304687,3
