fps,inference_time,batch_size
fps,inference_time,batch_size
0.19891080792752808,5.02737890625,1
9.194072281266559,0.10876573181152344,1
11.392495061762947,0.08777708435058594,1
11.088978238201696,0.09017963409423828,1
11.26111574672937,0.0888011474609375,1
11.494727651374536,0.08699640655517578,1
11.022585485544337,0.09072281646728515,1
11.300818419561507,0.08848916625976562,1
11.478990186563367,0.08711567687988281,1
11.451139623055587,0.08732755279541016,1
11.484565293449517,0.08707338714599609,1
11.46986325632386,0.08718499755859375,1
11.205501939752473,0.08924187469482422,1
11.362466065694113,0.08800906372070312,1
11.522534620042153,0.08678646087646484,1
11.514381116949084,0.08684791564941406,1
11.308645826934372,0.08842791748046876,1
11.384018235690833,0.08784244537353515,1
11.38896803204468,0.08780426788330079,1
11.401642048008817,0.0877066650390625,1
11.282238178728344,0.08863489532470703,1
11.435643922846745,0.08744588470458985,1
11.31292388832389,0.08839447784423828,1
11.378452385675297,0.08788541412353515,1
11.41635952334748,0.08759359741210937,1
11.498169198675718,0.08697036743164062,1
11.524775691473792,0.08676958465576172,1
11.44522812348363,0.08737265777587891,1
11.43892039603352,0.08742083740234376,1
11.46787626256705,0.08720010375976563,1
11.451091602529912,0.08732791900634766,1
11.103580072685958,0.09006104278564453,1
11.489513294567445,0.087035888671875,1
11.422737951992815,0.08754468536376953,1
11.445201139769908,0.08737286376953125,1
11.436801402236734,0.0874370346069336,1
11.3958895261575,0.08775093841552735,1
11.397289700301158,0.08774015808105469,1
11.169082692046153,0.08953286743164063,1
11.327185963595065,0.0882831802368164,1
11.349516299949622,0.08810948181152344,1
11.36433589922198,0.08799458312988281,1
11.540562826078439,0.08665088653564453,1
11.49010552817562,0.08703140258789062,1
11.426571818355935,0.08751531219482422,1
11.347021636233386,0.08812885284423828,1
11.42102499586542,0.08755781555175782,1
11.352999265578607,0.08808245086669922,1
11.47238512035011,0.08716583251953125,1
11.506328032707776,0.08690869903564453,1
11.44192006927725,0.08739791870117188,1
11.44935113035176,0.08734119415283204,1
11.398852792154523,0.0877281265258789,1
11.422635418954297,0.08754547119140625,1
11.455403049326351,0.08729505157470703,1
11.446961344060783,0.08735942840576172,1
11.459984263855226,0.08726015472412109,1
11.500325122487956,0.08695406341552735,1
11.163972204543812,0.0895738525390625,1
11.185767094496315,0.08939932250976562,1
11.08717915489865,0.09019426727294921,1
11.29405763440193,0.0885421371459961,1
11.224407743190293,0.08909156036376953,1
11.259194610925041,0.08881629943847656,1
10.633601945253401,0.09404151153564454,1
11.398122238669403,0.08773374938964844,1
11.164199470460296,0.08957202911376953,1
11.122008274641104,0.08991181945800782,1
11.200213558759506,0.08928401184082031,1
11.407162112472884,0.08766422271728516,1
11.231150814222445,0.08903807067871093,1
10.750617369819203,0.09301791381835937,1
10.676239486219007,0.09366593933105469,1
11.426986229152956,0.08751213836669922,1
11.326638790212108,0.08828744506835938,1
11.283690215734115,0.08862348937988282,1
11.280395261359596,0.08864937591552734,1
10.976307883292316,0.09110531616210937,1
11.369013176560674,0.08795838165283203,1
10.740237468131923,0.09310781097412109,1
10.704363658280307,0.09341984558105469,1
11.231005499398528,0.08903922271728516,1
11.209800091100151,0.08920765686035156,1
11.290631158789404,0.08856900787353515,1
11.512862025544162,0.086859375,1
10.652611426671498,0.09387369537353515,1
10.770452351274582,0.09284661102294922,1
10.330995081837226,0.09679609680175781,1
11.32183591820312,0.08832489776611328,1
11.110712701460713,0.09000322723388672,1
11.163816261736436,0.08957510375976563,1
11.57282508683901,0.0864093246459961,1
10.9483615588819,0.0913378677368164,1
11.161467187260367,0.08959395599365234,1
11.424287121677041,0.08753281402587891,1
11.41523302021973,0.08760224151611327,1
11.55291678712707,0.0865582275390625,1
11.21425217556766,0.0891722412109375,1
11.199554177903147,0.08928926849365235,1
11.260951273395092,0.0888024444580078,1
11.461262930231294,0.08725041961669922,1
11.391440584596994,0.08778520965576173,1
11.29807242671945,0.08851067352294922,1
11.49061421291984,0.08702754974365234,1
11.508962971945234,0.08688880157470703,1
11.349067199185255,0.08811296844482422,1
11.292703139981805,0.0885527572631836,1
11.480836221673897,0.08710166931152344,1
11.369363264653261,0.08795567321777344,1
11.447487211403399,0.08735541534423828,1
11.426632583443135,0.0875148468017578,1
11.443427489527377,0.08738640594482422,1
11.482924283942356,0.08708583068847656,1
11.423777322801458,0.0875367202758789,1
11.076957609205287,0.09027749633789063,1
10.92948393226942,0.09149562835693359,1
11.279361432831383,0.08865750122070312,1
11.459129640496386,0.08726666259765625,1
11.436012095620947,0.08744306945800781,1
11.490380514533616,0.0870293197631836,1
11.494397016395775,0.08699890899658203,1
11.39783777438156,0.08773593902587891,1
11.42891124256537,0.08749739837646485,1
11.427823111820159,0.08750572967529296,1
11.391251492433673,0.08778666687011719,1
11.401445674640918,0.08770817565917968,1
11.473433546137608,0.08715786743164063,1
11.513013714392725,0.08685823059082032,1
