chunk_size,inference_time,batch_size
1,14.962259769439697,1
1,0.42087292671203613,1
1,0.15545225143432617,1
1,0.11100244522094727,1
1,0.12848281860351562,1
1,14.819709062576294,1
1,0.18903732299804688,1
1,0.12094759941101074,1
1,0.1470651626586914,1
1,0.17191433906555176,1
1,14.088855981826782,1
1,0.3610360622406006,1
1,0.12175512313842773,1
1,0.09090828895568848,1
1,0.08288931846618652,1
1,13.83888840675354,1
1,0.3147749900817871,1
1,0.13077425956726074,1
1,0.161820650100708,1
1,0.10186934471130371,1
1,0.1272602081298828,1
1,0.12456226348876953,1
1,0.1065666675567627,1
1,0.11396956443786621,1
1,0.07915592193603516,1
1,0.15773415565490723,1
1,0.13557672500610352,1
1,0.1644132137298584,1
1,0.16836285591125488,1
1,0.09213972091674805,1
1,0.17930817604064941,1
1,0.14931797981262207,1
1,0.1696310043334961,1
1,0.17122292518615723,1
1,0.14850711822509766,1
1,0.1566462516784668,1
1,0.10956430435180664,1
1,0.07908987998962402,1
1,0.07082080841064453,1
1,0.07545781135559082,1
1,0.12376689910888672,1
1,0.14389324188232422,1
1,0.15105199813842773,1
1,0.16041970252990723,1
1,0.14800548553466797,1
1,0.12413668632507324,1
1,0.18117475509643555,1
1,0.15926885604858398,1
1,0.2427539825439453,1
1,0.12270355224609375,1
1,0.1845095157623291,1
1,0.17308521270751953,1
1,0.1404571533203125,1
1,0.09138011932373047,1
1,0.07418966293334961,1
1,0.12589430809020996,1
1,0.09400653839111328,1
1,0.08819842338562012,1
1,0.07250022888183594,1
1,0.0711984634399414,1
1,0.06937074661254883,1
1,0.07219123840332031,1
1,0.08160567283630371,1
1,0.10567760467529297,1
1,0.12276148796081543,1
1,0.13914203643798828,1
1,0.12911748886108398,1
1,0.07860112190246582,1
1,0.09174942970275879,1
1,0.11475133895874023,1
1,0.15606164932250977,1
1,0.13361501693725586,1
1,0.13694310188293457,1
1,0.1480414867401123,1
1,0.170579195022583,1
1,0.0850977897644043,1
1,0.08138489723205566,1
1,0.07838559150695801,1
1,0.07902193069458008,1
1,0.09509015083312988,1
1,0.0937809944152832,1
1,0.08946394920349121,1
1,0.09490609169006348,1
1,0.07255196571350098,1
1,0.08013486862182617,1
1,0.09568095207214355,1
1,0.0956563949584961,1
1,0.10010457038879395,1
1,0.09928560256958008,1
1,0.10322284698486328,1
1,0.08740806579589844,1
1,0.08590054512023926,1
1,0.08594322204589844,1
1,0.08446097373962402,1
1,0.14815425872802734,1
1,0.16092967987060547,1
1,0.13706231117248535,1
1,0.1440126895904541,1
1,0.14313745498657227,1
1,0.15333962440490723,1
1,0.0921773910522461,1
1,0.07831215858459473,1
1,0.07642626762390137,1
1,0.07738995552062988,1
1,0.10325264930725098,1
1,0.14412999153137207,1
1,0.12624049186706543,1
1,0.07572484016418457,1
1,0.07236886024475098,1
1,0.07134032249450684,1
1,0.12144947052001953,1
1,0.11127448081970215,1
1,0.15799307823181152,1
1,0.15064287185668945,1
1,0.13700532913208008,1
1,0.1429140567779541,1
1,0.15733051300048828,1
1,0.16048431396484375,1
1,0.09419369697570801,1
1,0.07134675979614258,1
1,0.07200860977172852,1
1,0.0715019702911377,1
1,0.11447477340698242,1
1,0.16788363456726074,1
1,0.07225465774536133,1
1,0.07664346694946289,1
1,0.07013702392578125,1
1,0.0720672607421875,1
1,0.0721735954284668,1
1,0.07899069786071777,1
1,0.11115717887878418,1
1,0.1125946044921875,1
1,0.07546210289001465,1
1,0.07082581520080566,1
1,0.074737548828125,1
1,0.07960939407348633,1
1,0.07737493515014648,1
1,0.09787440299987793,1
1,0.10872888565063477,1
1,0.11816668510437012,1
1,0.07488489151000977,1
1,0.07245922088623047,1
1,0.07271361351013184,1
1,0.07118725776672363,1
1,0.07188773155212402,1
1,0.09900832176208496,1
1,0.10295701026916504,1
1,0.11752462387084961,1
1,0.08092021942138672,1
1,0.07776975631713867,1
1,0.17166972160339355,1
1,0.14345240592956543,1
1,0.1523888111114502,1
1,0.0849003791809082,1
1,0.09706735610961914,1
1,0.21129584312438965,1
1,0.1093909740447998,1
1,0.1111447811126709,1
1,0.09363055229187012,1
1,0.10158300399780273,1
1,0.13236284255981445,1
1,0.08394241333007812,1
1,0.10898828506469727,1
1,0.12120199203491211,1
1,0.11821794509887695,1
1,0.09310173988342285,1
1,0.08044672012329102,1
1,0.08191323280334473,1
1,0.09131956100463867,1
1,0.11731576919555664,1
1,0.0919344425201416,1
1,0.1411757469177246,1
1,0.2065129280090332,1
1,0.1488802433013916,1
1,0.14755582809448242,1
1,0.15176057815551758,1
1,0.13179492950439453,1
1,0.13559865951538086,1
1,0.15793919563293457,1
1,0.17272734642028809,1
1,0.15639448165893555,1
1,0.08936047554016113,1
1,0.08429765701293945,1
1,0.1325240135192871,1
1,0.13453459739685059,1
1,0.12843084335327148,1
1,0.1695387363433838,1
1,0.14478135108947754,1
1,0.17405986785888672,1
1,0.13857245445251465,1
1,0.07709622383117676,1
1,0.0835871696472168,1
1,0.08725094795227051,1
1,0.08977413177490234,1
1,0.11590933799743652,1
1,0.1623234748840332,1
1,0.15285110473632812,1
1,0.1287069320678711,1
1,0.1540670394897461,1
1,0.1288161277770996,1
1,0.10131263732910156,1
1,0.07740545272827148,1
1,0.07796835899353027,1
1,0.08127403259277344,1
1,0.13920140266418457,1
1,0.24030089378356934,1
1,0.12463045120239258,1
1,0.1413731575012207,1
1,0.1497030258178711,1
1,0.17075324058532715,1
1,0.14676594734191895,1
1,0.18299436569213867,1
1,0.14342951774597168,1
1,0.15307903289794922,1
1,0.12691807746887207,1
1,0.08647871017456055,1
1,0.07678079605102539,1
1,0.08230233192443848,1
1,0.07744956016540527,1
1,0.10925674438476562,1
1,0.10910367965698242,1
1,0.0898447036743164,1
1,0.07445383071899414,1
1,0.07549238204956055,1
1,0.08438348770141602,1
1,0.16779685020446777,1
1,0.12612104415893555,1
1,0.09988689422607422,1
1,0.08410334587097168,1
1,0.08284187316894531,1
1,0.13947534561157227,1
1,0.10725951194763184,1
1,0.13330364227294922,1
1,0.10961079597473145,1
1,0.08387064933776855,1
1,0.14050960540771484,1
1,0.14455795288085938,1
1,0.16576838493347168,1
1,0.10042214393615723,1
1,0.09665465354919434,1
1,0.07707810401916504,1
1,0.09650588035583496,1
1,0.0987095832824707,1
1,0.0833120346069336,1
1,0.11872577667236328,1
1,0.15411663055419922,1
1,0.13689064979553223,1
1,0.13688206672668457,1
1,0.16007494926452637,1
1,0.10862922668457031,1
1,0.09406471252441406,1
1,0.07508420944213867,1
1,0.07638764381408691,1
1,0.07271456718444824,1
1,0.09033012390136719,1
1,0.16721081733703613,1
1,0.11884021759033203,1
1,0.07818436622619629,1
1,0.08034658432006836,1
1,0.0838613510131836,1
1,0.10891270637512207,1
1,0.08466696739196777,1
1,0.10170602798461914,1
1,0.13521194458007812,1
1,0.10299992561340332,1
1,0.13236284255981445,1
1,0.13825297355651855,1
1,0.16128182411193848,1
1,0.13072609901428223,1
1,0.14253592491149902,1
1,0.12291812896728516,1
1,0.08037447929382324,1
1,0.07953572273254395,1
1,0.10653996467590332,1
1,0.12179946899414062,1
1,0.15368938446044922,1
1,0.13343000411987305,1
1,0.07968688011169434,1
1,0.08921599388122559,1
1,0.12194180488586426,1
1,0.08565187454223633,1
1,0.07747578620910645,1
1,0.0702369213104248,1
1,0.07192039489746094,1
1,0.07330989837646484,1
1,0.08707976341247559,1
1,0.0966634750366211,1
1,0.18001055717468262,1
1,0.15244030952453613,1
1,0.18390202522277832,1
1,0.1039283275604248,1
1,0.10591316223144531,1
1,0.10703229904174805,1
1,0.0782010555267334,1
1,0.07544660568237305,1
1,0.137681245803833,1
1,0.14472651481628418,1
1,0.16065335273742676,1
1,0.0903468132019043,1
1,0.07779312133789062,1
1,0.1403675079345703,1
1,0.1458275318145752,1
1,0.1677570343017578,1
1,0.17860007286071777,1
1,0.09908270835876465,1
1,0.16070175170898438,1
1,0.10372328758239746,1
1,0.10495114326477051,1
1,0.08817267417907715,1
1,0.0778038501739502,1
1,0.14920473098754883,1
1,0.15448617935180664,1
1,0.15278244018554688,1
1,0.13262391090393066,1
1,0.18666958808898926,1
1,0.1512606143951416,1
1,0.17447113990783691,1
1,0.1617121696472168,1
1,0.1585557460784912,1
1,0.13209199905395508,1
1,0.11243438720703125,1
1,0.10784530639648438,1
1,0.08821773529052734,1
1,0.07691121101379395,1
1,0.08059263229370117,1
1,0.07430553436279297,1
1,0.07155227661132812,1
1,0.07515311241149902,1
1,0.10040426254272461,1
1,0.10404038429260254,1
1,0.09783697128295898,1
1,0.07882547378540039,1
1,0.08321905136108398,1
1,0.07646012306213379,1
1,0.0774836540222168,1
1,0.18094158172607422,1
1,0.13143229484558105,1
1,0.08997845649719238,1
1,0.08156013488769531,1
1,0.15145039558410645,1
1,0.14513325691223145,1
1,0.15175962448120117,1
1,0.0904691219329834,1
1,0.08650612831115723,1
1,0.09003567695617676,1
1,0.1409609317779541,1
1,0.1411130428314209,1
1,0.1475975513458252,1
1,0.1316061019897461,1
1,0.07524919509887695,1
1,0.1644294261932373,1
1,0.10023903846740723,1
1,0.11110281944274902,1
1,0.11258459091186523,1
1,0.07831859588623047,1
1,0.1284778118133545,1
1,0.20416593551635742,1
1,0.1659715175628662,1
1,0.15642523765563965,1
1,0.1124117374420166,1
1,0.10460019111633301,1
1,0.11026501655578613,1
1,0.12260961532592773,1
1,0.110595703125,1
1,0.11427783966064453,1
1,0.13138127326965332,1
1,0.11065864562988281,1
1,0.10374975204467773,1
1,0.10050559043884277,1
1,0.07822203636169434,1
1,0.12619948387145996,1
1,0.14308762550354004,1
1,0.12025284767150879,1
1,0.10611581802368164,1
1,0.09621214866638184,1
1,0.10123777389526367,1
1,0.14746785163879395,1
1,0.15488958358764648,1
1,0.15811896324157715,1
1,0.14389300346374512,1
1,0.13445758819580078,1
1,0.1246645450592041,1
1,0.09451675415039062,1
1,0.12413215637207031,1
1,0.10389375686645508,1
1,0.09456634521484375,1
1,0.08082318305969238,1
1,0.08223700523376465,1
1,0.12040567398071289,1
1,0.15189647674560547,1
1,0.15982937812805176,1
1,0.13552403450012207,1
1,0.08053731918334961,1
1,0.08651328086853027,1
1,0.0945136547088623,1
1,0.09847593307495117,1
1,0.1635875701904297,1
1,0.17117691040039062,1
1,0.08771538734436035,1
1,0.0943305492401123,1
1,0.11520814895629883,1
1,0.0963134765625,1
1,0.0997014045715332,1
1,0.0772395133972168,1
1,0.07653474807739258,1
1,0.1420598030090332,1
1,0.09971284866333008,1
1,0.13116884231567383,1
1,0.11638736724853516,1
1,0.10069394111633301,1
1,0.07818865776062012,1
1,0.0781395435333252,1
1,0.07482528686523438,1
1,0.10320138931274414,1
1,0.12795472145080566,1
1,0.08874368667602539,1
1,0.0724036693572998,1
1,0.07260870933532715,1
1,0.11969971656799316,1
1,0.16704845428466797,1
1,0.17720580101013184,1
1,0.17289137840270996,1
1,0.1030130386352539,1
1,0.08612442016601562,1
1,0.09435558319091797,1
1,0.10440874099731445,1
1,0.11086821556091309,1
1,0.12051129341125488,1
1,0.1043095588684082,1
1,0.08285999298095703,1
1,0.07588553428649902,1
1,0.11356282234191895,1
1,0.11097216606140137,1
1,0.07476425170898438,1
1,0.0781559944152832,1
1,0.13765716552734375,1
1,0.11264944076538086,1
1,0.11707615852355957,1
1,0.12713098526000977,1
1,0.07685518264770508,1
1,0.13904833793640137,1
1,0.07903552055358887,1
1,0.0846095085144043,1
1,0.0969541072845459,1
1,0.13184571266174316,1
1,0.11101865768432617,1
1,0.1134653091430664,1
1,0.09136390686035156,1
1,0.08089041709899902,1
1,0.14179039001464844,1
1,0.1586155891418457,1
1,0.1322329044342041,1
1,0.09034252166748047,1
1,0.09421849250793457,1
1,0.08998870849609375,1
1,0.11718511581420898,1
1,0.11544632911682129,1
1,0.10523319244384766,1
1,0.09045624732971191,1
1,0.08422994613647461,1
1,0.10749268531799316,1
1,0.1053924560546875,1
1,0.12074637413024902,1
1,0.09804987907409668,1
1,0.07600212097167969,1
1,0.1731278896331787,1
1,0.10933279991149902,1
1,0.10961222648620605,1
1,0.09519433975219727,1
1,0.10457801818847656,1
1,0.18657541275024414,1
1,0.08538198471069336,1
1,0.07762432098388672,1
1,0.08615350723266602,1
1,0.13971328735351562,1
1,0.09680366516113281,1
1,0.07334065437316895,1
1,0.07166337966918945,1
1,0.06954836845397949,1
1,0.10561609268188477,1
1,0.148850679397583,1
1,0.15235233306884766,1
1,0.14438414573669434,1
1,0.17427539825439453,1
1,0.10466313362121582,1
1,0.16667890548706055,1
1,0.1197817325592041,1
1,0.09053778648376465,1
1,0.09406709671020508,1
1,0.07948589324951172,1
1,0.1305990219116211,1
1,0.15758109092712402,1
1,0.145369291305542,1
1,0.13693737983703613,1
1,0.13052654266357422,1
1,0.15715646743774414,1
1,0.15683627128601074,1
1,0.07796931266784668,1
1,0.08782792091369629,1
1,0.08158755302429199,1
1,0.0718836784362793,1
1,0.12808465957641602,1
1,0.16007113456726074,1
1,0.14366888999938965,1
1,0.14053034782409668,1
1,0.1456131935119629,1
1,0.16858410835266113,1
1,0.16806912422180176,1
1,0.13715267181396484,1
1,0.14536046981811523,1
1,0.16859984397888184,1
1,0.13457226753234863,1
1,0.08020877838134766,1
1,0.08402466773986816,1
1,0.08021664619445801,1
1,0.07811808586120605,1
1,0.10763335227966309,1
